Edad,Sexo,Talla,Latitud,Notas,Horas_Estudio,Fecha_Matricula,Acceso_Internet,Trabaja,Comentarios_Tutor,Horas_Sueno
20,F,1.65,-15.87084,0.5,2,2023-10-09,1,0,Problemas familiares,6
23,F,1.84,-17.29331,7.1,19,2023-05-17,1,1,Ausencias frecuentes,8
28,F,1.81,-5.66996,18.6,0,2023-02-02,0,1,Ausencias frecuentes,6
23,M,1.74,-11.06995,5.5,4,2023-03-01,1,1,Alta motivacion,6
24,M,1.61,-4.23944,11.7,32,2023-07-06,1,1,Excelente participacion,4
22,M,1.88,-16.7662,6.0,38,2023-01-11,1,1,Excelente participacion,8
26,F,1.76,-11.09237,2.1,22,2023-05-29,1,1,Ausencias frecuentes,8
16,F,1.89,-13.76415,5.8,17,2023-06-19,1,1,Falta de tiempo,7
28,F,1.73,-4.68708,9.4,3,2023-09-15,0,1,Falta de tiempo,6
18,M,1.83,-13.91094,5.9,32,2023-01-11,1,0,Excelente participacion,5
23,M,1.83,-9.75698,12.5,25,2023-06-28,0,1,Ausencias frecuentes,8
18,F,1.63,-3.2602,19.0,21,2023-08-30,1,0,Ausencias frecuentes,9
23,M,1.89,-1.52297,1.4,29,2023-07-10,1,1,Falta de tiempo,9
16,M,1.51,-4.9931,14.3,25,2023-02-16,1,0,Excelente participacion,6
20,M,1.81,-10.27389,0.0,0,2023-09-22,1,1,Ausencias frecuentes,7
19,M,1.89,-7.70425,0.0,5,2023-08-20,1,0,Problemas familiares,5
20,F,1.64,-5.58558,2.7,16,2023-06-19,1,0,Dificultad con matematicas,8
23,M,1.76,-2.25121,9.6,30,2023-06-19,1,1,Excelente participacion,7
25,F,1.72,-2.00567,1.0,3,2023-05-09,1,1,Problemas familiares,6
29,M,1.8,-1.24255,14.4,9,2023-05-13,0,1,Excelente participacion,5
19,F,1.85,-3.4072,0.6,38,2023-04-22,0,0,Ausencias frecuentes,8
26,F,1.74,-15.35764,9.9,33,2023-07-25,1,1,Alta motivacion,5
19,M,1.83,-4.54249,13.5,21,2023-04-08,1,1,Alta motivacion,8
18,F,1.62,-3.33734,4.8,21,2023-03-14,1,1,Problemas familiares,8
22,F,1.59,-2.19831,11.6,6,2023-11-14,1,1,Dificultad con matematicas,4
18,M,1.67,-1.3533,5.2,38,2023-04-22,0,1,Alta motivacion,8
27,F,1.77,-8.83512,4.3,36,2023-01-17,1,1,Excelente participacion,8
18,M,1.57,-6.20833,16.4,14,2023-04-09,0,0,Alta motivacion,4
26,F,1.77,-17.82805,6.7,18,2023-12-24,1,1,Falta de tiempo,8
25,M,1.66,-7.6899,16.3,9,2023-06-12,1,1,Falta de tiempo,4
20,M,1.82,-9.48243,4.3,36,2023-04-12,1,1,Alta motivacion,7
20,M,1.51,-0.67849,7.1,36,2023-07-11,0,0,Excelente participacion,9
29,M,1.77,-1.76923,2.1,3,2023-04-21,1,0,Excelente participacion,9
21,M,1.76,-3.64313,9.9,24,2023-04-24,1,0,Ausencias frecuentes,8
23,F,1.88,-16.9741,7.6,27,2023-08-31,1,1,Dificultad con matematicas,5
25,F,1.79,-10.76348,0.1,17,2023-06-26,1,1,Ausencias frecuentes,8
21,M,1.82,-5.47124,9.3,34,2023-12-24,1,1,Falta de tiempo,4
27,F,1.86,-17.46611,1.5,18,2023-07-16,0,0,Dificultad con matematicas,7
16,F,1.77,-13.75535,16.7,19,2023-01-12,1,1,Excelente participacion,7
23,F,1.62,-2.02487,9.9,38,2023-09-27,1,0,Excelente participacion,6
23,M,1.85,-15.66395,13.8,32,2023-09-23,1,0,Problemas familiares,9
24,M,1.8,-17.07528,16.4,0,2023-11-28,1,1,Problemas familiares,7
24,F,1.67,-7.54946,1.0,0,2023-07-08,0,1,Alta motivacion,5
17,M,1.78,-0.96364,6.7,18,2023-04-02,0,1,Ausencias frecuentes,4
17,M,1.85,-2.97675,0.5,8,2023-05-28,0,1,Dificultad con matematicas,4
18,F,1.89,-0.45409,1.0,13,2023-06-01,1,1,Problemas familiares,7
16,M,1.88,-4.43658,0.8,2,2023-01-27,0,1,Falta de tiempo,7
19,M,1.63,-10.12734,9.6,29,2023-07-21,0,1,Falta de tiempo,5
29,M,1.67,-0.9609,9.0,0,2023-12-13,1,1,Ausencias frecuentes,7
19,M,1.54,-10.3206,1.2,4,2023-12-28,1,0,Dificultad con matematicas,5
29,M,1.6,-11.6983,5.2,22,2023-01-16,1,1,Falta de tiempo,5
24,F,1.85,-9.93247,4.9,5,2023-06-27,1,1,Problemas familiares,4
24,M,1.64,-3.34847,5.9,19,2023-01-24,1,1,Alta motivacion,6
24,M,1.75,-1.48152,12.8,7,2023-11-16,0,1,Ausencias frecuentes,9
25,F,1.77,-11.56172,13.9,30,2023-08-07,1,1,Ausencias frecuentes,8
22,F,1.81,-9.67955,6.8,14,2023-07-06,1,0,Ausencias frecuentes,5
29,M,1.57,-1.83011,15.8,25,2023-10-20,1,1,Problemas familiares,6
17,F,1.62,-17.15321,8.4,32,2023-03-17,1,1,Problemas familiares,7
25,M,1.68,-3.89036,10.4,38,2023-04-08,1,1,Excelente participacion,6
20,F,1.65,-9.82408,2.9,31,2023-07-04,1,0,Problemas familiares,4
19,M,1.89,-11.22267,4.7,0,2023-12-20,1,0,Falta de tiempo,6
27,F,1.83,-9.95542,14.6,4,2023-08-24,1,0,Alta motivacion,8
26,M,1.69,-10.46357,19.5,21,2023-09-24,1,0,Problemas familiares,7
23,F,1.85,-4.38086,14.1,30,2023-05-05,1,0,Falta de tiempo,8
17,M,1.64,-1.29694,1.1,4,2023-08-13,1,0,Falta de tiempo,7
21,M,1.81,-9.1538,2.9,7,2023-01-28,1,1,Alta motivacion,7
28,M,1.59,-3.01079,8.9,5,2023-08-19,0,0,Dificultad con matematicas,9
20,F,1.81,-4.825,14.7,9,2023-04-05,1,0,Ausencias frecuentes,8
27,F,1.68,-12.04775,3.3,39,2023-08-10,1,1,Dificultad con matematicas,6
17,M,1.54,-7.42835,15.0,37,2023-05-16,1,1,Dificultad con matematicas,4
26,M,1.61,-5.99732,11.1,15,2023-07-05,1,1,Ausencias frecuentes,8
25,M,1.66,-17.57701,15.5,27,2023-09-16,1,1,Dificultad con matematicas,4
16,M,1.8,-10.8728,11.2,0,2023-05-27,1,1,Dificultad con matematicas,9
23,F,1.53,-0.13251,12.1,17,2023-12-08,1,0,Alta motivacion,7
17,F,1.76,-6.52938,5.0,38,2023-08-18,0,1,Falta de tiempo,6
22,F,1.79,-11.98361,14.4,38,2023-07-14,0,1,Excelente participacion,6
24,M,1.76,-13.49957,16.9,36,2023-10-05,1,1,Alta motivacion,6
24,M,1.8,-14.22933,17.4,10,2023-09-26,1,0,Falta de tiempo,7
23,F,1.57,-10.77045,0.6,2,2023-04-23,0,1,Dificultad con matematicas,4
26,F,1.73,-14.52122,12.5,28,2023-06-10,1,1,Excelente participacion,6
29,F,1.88,-15.56665,19.8,3,2023-05-23,1,1,Falta de tiempo,6
27,F,1.74,-11.44686,11.7,30,2023-07-16,1,1,Alta motivacion,7
25,M,1.74,-7.07401,3.4,10,2023-04-26,0,1,Dificultad con matematicas,6
24,M,1.79,-15.36481,17.6,29,2023-09-24,1,0,Excelente participacion,6
17,M,1.63,-17.20182,5.3,14,2023-10-17,0,1,Falta de tiempo,7
21,F,1.78,-17.37661,0.9,14,2023-12-16,1,0,Dificultad con matematicas,6
19,M,1.87,-13.18708,8.6,31,2023-07-08,1,0,Ausencias frecuentes,5
29,F,1.5,-14.57762,2.0,28,2023-03-08,1,1,Alta motivacion,4
19,F,1.85,-8.2934,2.3,27,2023-10-31,1,1,Ausencias frecuentes,6
20,F,1.59,-9.79704,9.3,20,2023-09-14,1,0,Falta de tiempo,9
27,F,1.68,-12.1542,12.3,37,2023-12-15,0,1,Excelente participacion,4
18,F,1.84,-2.99623,18.1,38,2023-04-04,1,1,Falta de tiempo,5
29,M,1.83,-8.91095,14.1,10,2023-02-22,1,0,Excelente participacion,6
16,M,1.86,-16.35246,16.9,31,2023-06-19,1,1,Dificultad con matematicas,5
23,M,1.88,-12.67624,8.2,26,2023-02-01,1,0,Problemas familiares,4
20,F,1.68,-0.47989,6.4,23,2023-04-28,1,0,Problemas familiares,7
18,M,1.76,-0.41441,11.9,36,2023-08-26,0,0,Falta de tiempo,9
25,F,1.66,-13.41591,13.9,0,2023-05-16,0,1,Alta motivacion,4
29,M,1.64,-14.98975,11.4,31,2023-05-22,0,0,Ausencias frecuentes,8
22,F,1.67,-9.07761,5.3,0,2023-02-07,1,1,Dificultad con matematicas,7
22,F,1.8,-9.33363,7.4,33,2023-07-09,1,0,Dificultad con matematicas,6
16,M,1.7,-10.61752,9.0,17,2023-08-30,1,1,Falta de tiempo,8
27,F,1.83,-8.47157,0.3,28,2023-10-03,1,1,Dificultad con matematicas,5
24,M,1.8,-13.82048,17.6,5,2023-10-28,1,1,Falta de tiempo,5
17,M,1.51,-15.93127,10.2,30,2023-04-16,1,1,Falta de tiempo,9
20,M,1.75,-7.73169,15.0,13,2023-03-05,1,1,Alta motivacion,8
28,F,1.67,-1.21324,3.4,10,2023-05-23,1,1,Problemas familiares,6
29,F,1.68,-15.52051,11.1,4,2023-03-16,1,0,Problemas familiares,6
20,F,1.83,-5.31333,18.5,21,2023-04-30,1,1,Ausencias frecuentes,8
29,F,1.72,-10.11786,4.3,12,2023-08-14,1,1,Dificultad con matematicas,4
23,M,1.85,-12.70842,6.9,11,2023-01-31,1,1,Problemas familiares,9
29,F,1.79,-2.64403,7.8,3,2023-12-15,1,1,Excelente participacion,8
23,M,1.72,-9.78315,7.7,37,2023-01-25,1,0,Alta motivacion,7
29,M,1.8,-7.50038,12.0,3,2023-07-22,0,0,Dificultad con matematicas,7
22,F,1.52,-10.02499,7.9,29,2023-01-02,1,1,Alta motivacion,8
22,F,1.51,-16.53751,13.5,0,2023-02-10,1,1,Ausencias frecuentes,4
27,M,1.53,-7.29172,9.7,30,2023-11-24,1,1,Problemas familiares,9
26,F,1.68,-10.46086,3.2,22,2023-05-10,1,0,Excelente participacion,7
21,M,1.59,-16.43838,19.0,13,2023-04-12,1,1,Dificultad con matematicas,6
21,F,1.89,-7.27539,4.8,34,2023-06-30,0,1,Ausencias frecuentes,7
26,F,1.72,-17.82232,11.2,16,2023-07-19,1,1,Alta motivacion,6
24,M,1.76,-14.24663,1.2,31,2023-08-11,1,0,Falta de tiempo,7
21,M,1.61,-3.94075,18.4,35,2023-02-02,0,0,Alta motivacion,8
27,M,1.63,-17.31731,18.6,22,2023-04-28,1,0,Problemas familiares,7
28,F,1.63,-6.35972,7.3,33,2023-10-08,1,1,Ausencias frecuentes,7
28,F,1.78,-0.90527,2.4,37,2023-03-31,1,1,Falta de tiempo,9
17,F,1.69,-14.91854,15.4,38,2023-08-03,1,0,Alta motivacion,4
17,M,1.71,-10.49199,5.2,21,2023-12-22,0,1,Ausencias frecuentes,8
28,M,1.74,-7.64104,14.0,1,2023-11-04,1,1,Ausencias frecuentes,4
20,F,1.81,-9.89251,18.3,19,2023-03-01,1,1,Ausencias frecuentes,5
19,M,1.54,-6.8332,11.8,13,2023-02-17,1,1,Dificultad con matematicas,8
26,F,1.81,-10.72624,17.2,37,2023-11-19,0,1,Problemas familiares,7
17,M,1.73,-15.32693,4.5,36,2023-01-05,1,0,Excelente participacion,5
18,F,1.77,-16.3972,18.2,36,2023-12-15,1,0,Excelente participacion,9
22,F,1.63,-4.60002,4.5,11,2023-01-27,1,0,Ausencias frecuentes,6
23,F,1.66,-13.70477,4.5,27,2023-01-28,1,1,Dificultad con matematicas,8
27,M,1.59,-2.74589,17.6,7,2023-12-30,1,1,Falta de tiempo,8
28,M,1.89,-4.62551,11.1,28,2023-09-19,0,1,Dificultad con matematicas,9
21,F,1.7,-17.10984,16.0,20,2023-01-14,1,0,Dificultad con matematicas,7
26,F,1.9,-14.3782,16.0,38,2023-10-02,1,1,Excelente participacion,8
20,F,1.7,-12.74413,12.9,17,2023-09-05,0,1,Dificultad con matematicas,9
28,F,1.59,-7.29932,3.8,18,2023-11-14,1,1,Falta de tiempo,7
16,F,1.7,-3.42311,13.8,9,2023-01-29,1,1,Dificultad con matematicas,7
23,F,1.52,-16.914,1.3,8,2023-06-17,0,0,Alta motivacion,9
18,M,1.86,-13.50704,4.0,22,2023-09-04,1,1,Dificultad con matematicas,8
21,M,1.83,-11.22822,12.9,29,2023-09-20,0,1,Problemas familiares,8
18,M,1.79,-14.69921,18.2,21,2023-03-25,1,1,Ausencias frecuentes,6
22,M,1.74,-8.18474,15.4,28,2023-06-21,1,1,Alta motivacion,9
28,F,1.73,-9.39596,6.6,5,2023-09-08,1,1,Excelente participacion,7
29,F,1.9,-12.30308,16.5,34,2023-11-26,1,1,Falta de tiempo,4
22,F,1.61,-8.69604,19.3,13,2023-12-24,1,1,Ausencias frecuentes,6
27,M,1.81,-11.59521,6.6,4,2023-03-11,1,0,Problemas familiares,6
24,M,1.73,-11.82251,3.7,17,2023-03-18,1,0,Ausencias frecuentes,4
20,F,1.89,-13.22288,4.0,34,2023-07-19,1,1,Excelente participacion,8
23,M,1.83,-8.27212,8.0,29,2023-12-17,1,0,Problemas familiares,8
25,M,1.9,-10.00592,1.0,6,2023-04-22,0,1,Excelente participacion,7
25,F,1.74,-14.46615,9.8,33,2023-10-05,1,1,Ausencias frecuentes,8
23,F,1.58,-17.76661,14.6,37,2023-03-23,1,1,Excelente participacion,4
16,F,1.7,-15.28327,10.6,18,2023-05-13,1,1,Dificultad con matematicas,6
27,M,1.78,-17.22898,19.4,10,2023-09-22,1,1,Dificultad con matematicas,9
20,F,1.81,-10.23122,9.2,16,2023-11-22,1,0,Falta de tiempo,6
18,F,1.5,-13.94826,0.3,10,2023-05-01,1,1,Ausencias frecuentes,5
16,F,1.7,-10.4318,9.4,27,2023-03-10,0,1,Alta motivacion,9
19,M,1.59,-12.0699,18.6,2,2023-12-29,0,1,Ausencias frecuentes,8
23,M,1.85,-8.31573,1.9,9,2023-06-23,1,0,Alta motivacion,4
18,F,1.56,-4.9704,4.5,23,2023-05-11,1,0,Falta de tiempo,8
25,F,1.77,-9.37235,14.3,32,2023-10-01,1,0,Dificultad con matematicas,8
17,M,1.61,-16.88457,5.9,25,2023-01-19,1,0,Excelente participacion,7
26,M,1.64,-17.68481,15.3,4,2023-07-09,1,1,Ausencias frecuentes,5
24,F,1.88,-14.16184,8.4,23,2023-09-27,0,1,Alta motivacion,8
25,M,1.6,-10.35058,15.9,25,2023-09-10,1,1,Ausencias frecuentes,5
20,F,1.54,-17.19171,11.0,6,2023-12-05,1,0,Excelente participacion,4
29,F,1.53,-12.10079,1.6,11,2023-05-26,0,0,Ausencias frecuentes,4
22,M,1.7,-2.03354,7.7,38,2023-03-09,0,1,Falta de tiempo,6
26,F,1.76,-16.37966,6.7,35,2023-10-23,1,0,Dificultad con matematicas,4
26,F,1.63,-0.9267,16.2,16,2023-04-26,1,1,Excelente participacion,6
17,M,1.78,-2.57991,12.5,15,2023-12-22,1,1,Falta de tiempo,8
24,F,1.52,-3.02794,15.5,30,2023-09-07,1,0,Ausencias frecuentes,4
28,M,1.84,-2.45415,7.4,17,2023-02-13,1,1,Ausencias frecuentes,4
24,F,1.83,-16.5591,13.8,31,2023-06-15,1,1,Dificultad con matematicas,4
19,F,1.89,-15.27897,1.3,1,2023-10-24,1,1,Ausencias frecuentes,7
19,M,1.87,-15.5813,0.7,9,2023-05-11,0,0,Alta motivacion,4
21,M,1.64,-15.99765,5.7,38,2023-01-14,1,1,Dificultad con matematicas,5
25,M,1.66,-12.1012,15.5,13,2023-10-03,1,0,Dificultad con matematicas,6
25,M,1.8,-3.0561,10.7,9,2023-03-20,0,1,Problemas familiares,8
25,M,1.55,-13.46468,8.2,27,2023-01-28,0,1,Excelente participacion,7
21,M,1.63,-13.60401,17.9,23,2023-03-17,1,1,Excelente participacion,4
27,F,1.55,-5.834,9.9,39,2023-10-19,1,1,Alta motivacion,6
16,M,1.68,-16.25535,12.3,33,2023-08-18,0,1,Problemas familiares,9
29,F,1.72,-11.51496,19.7,8,2023-03-08,1,1,Problemas familiares,7
29,M,1.58,-12.68233,10.4,28,2023-11-21,1,1,Problemas familiares,9
24,F,1.51,-2.74858,15.7,35,2023-10-22,1,1,Ausencias frecuentes,8
17,F,1.79,-8.73898,8.3,8,2023-05-25,0,1,Alta motivacion,9
20,M,1.51,-6.36348,0.7,10,2023-01-08,1,0,Ausencias frecuentes,9
24,F,1.89,-15.67738,16.7,20,2023-12-24,1,1,Alta motivacion,9
19,F,1.59,-1.27947,18.9,12,2023-09-26,1,1,Problemas familiares,4
26,F,1.77,-12.19586,8.7,23,2023-11-08,1,1,Dificultad con matematicas,7
18,M,1.67,-5.2769,10.1,0,2023-02-10,1,0,Ausencias frecuentes,6
22,M,1.52,-0.81673,8.5,34,2023-11-29,0,1,Falta de tiempo,4
21,F,1.69,-8.84432,19.9,34,2023-09-30,1,0,Problemas familiares,9
23,M,1.71,-8.86437,18.1,20,2023-09-11,1,0,Ausencias frecuentes,8
18,M,1.84,-15.88951,0.8,4,2023-03-16,1,0,Dificultad con matematicas,7
20,F,1.79,-10.97504,15.6,20,2023-03-02,1,1,Problemas familiares,6
25,F,1.53,-2.65563,12.0,3,2023-08-28,1,1,Falta de tiempo,6
19,M,1.58,-15.56808,0.5,32,2023-02-03,1,0,Problemas familiares,7
28,M,1.62,-1.48493,8.9,35,2023-12-28,1,0,Alta motivacion,6
19,M,1.55,-5.98843,3.0,7,2023-01-29,1,1,Problemas familiares,8
19,F,1.68,-10.42272,17.5,28,2023-09-25,1,0,Dificultad con matematicas,7
25,M,1.89,-8.16303,0.3,6,2023-02-09,1,1,Excelente participacion,5
23,M,1.71,-15.29106,17.5,0,2023-02-10,1,1,Alta motivacion,8
21,M,1.8,-14.0853,18.8,4,2023-05-03,1,1,Excelente participacion,6
18,F,1.77,-12.84465,1.5,12,2023-11-03,1,1,Falta de tiempo,8
25,F,1.84,-11.07277,14.4,25,2023-11-28,1,1,Falta de tiempo,5
20,F,1.59,-1.5206,11.0,11,2023-07-27,1,0,Dificultad con matematicas,4
21,M,1.8,-11.38376,19.1,7,2023-06-08,1,0,Excelente participacion,7
20,M,1.85,-8.57097,16.0,33,2023-11-10,1,1,Excelente participacion,7
21,F,1.57,-15.08353,13.9,21,2023-03-22,0,0,Alta motivacion,5
23,M,1.64,-4.75248,18.5,8,2023-09-11,1,1,Alta motivacion,5
22,M,1.89,-7.91494,3.2,8,2023-12-30,1,1,Problemas familiares,9
20,M,1.81,-10.08167,7.5,17,2023-10-14,1,1,Alta motivacion,9
25,F,1.61,-0.95064,16.9,16,2023-10-17,1,1,Dificultad con matematicas,4
21,M,1.73,-1.96828,2.0,6,2023-06-20,1,1,Dificultad con matematicas,6
29,M,1.66,-6.1288,18.7,38,2023-10-02,1,1,Excelente participacion,6
19,F,1.7,-1.40738,14.9,33,2023-02-05,1,1,Alta motivacion,5
27,M,1.64,-7.83393,8.8,15,2023-12-14,1,0,Alta motivacion,6
24,F,1.61,-3.11513,6.8,27,2023-09-14,1,1,Dificultad con matematicas,8
28,M,1.77,-10.62972,3.0,24,2023-12-11,1,1,Falta de tiempo,9
19,F,1.81,-16.4386,1.9,21,2023-09-28,0,0,Problemas familiares,9
16,F,1.85,-0.10533,8.5,33,2023-08-26,1,0,Ausencias frecuentes,7
22,M,1.56,-15.01863,16.9,14,2023-12-27,1,1,Dificultad con matematicas,8
22,M,1.83,-13.47282,10.6,15,2023-04-17,1,1,Ausencias frecuentes,6
19,F,1.6,-15.06414,9.0,15,2023-06-11,1,0,Problemas familiares,6
28,M,1.67,-11.92537,6.4,37,2023-11-08,0,0,Falta de tiempo,6
29,F,1.86,-12.79296,3.1,21,2023-02-06,1,1,Dificultad con matematicas,6
18,M,1.68,-7.18016,19.8,28,2023-07-29,1,1,Ausencias frecuentes,4
23,M,1.58,-0.06372,0.5,31,2023-06-25,1,0,Problemas familiares,8
20,M,1.56,-17.05484,6.2,23,2023-08-24,1,1,Excelente participacion,5
25,M,1.69,-3.98802,15.4,22,2023-02-23,0,1,Excelente participacion,7
22,F,1.81,-15.69615,10.4,37,2023-01-24,1,0,Ausencias frecuentes,8
19,F,1.9,-17.64297,6.3,22,2023-09-08,1,1,Dificultad con matematicas,5
19,M,1.81,-6.50562,19.9,24,2023-09-18,1,1,Ausencias frecuentes,7
23,M,1.85,-2.28033,12.4,25,2023-04-23,1,0,Excelente participacion,6
29,M,1.8,-14.82663,5.9,35,2023-08-30,1,0,Alta motivacion,5
23,M,1.86,-11.85095,17.0,33,2023-06-07,1,1,Excelente participacion,8
17,M,1.53,-14.9625,3.0,12,2023-11-27,1,0,Dificultad con matematicas,7
29,F,1.87,-1.68286,9.3,32,2023-08-20,1,1,Falta de tiempo,4
17,F,1.66,-13.13351,16.8,3,2023-07-23,0,1,Dificultad con matematicas,5
18,M,1.87,-9.99517,19.7,35,2023-01-20,1,0,Dificultad con matematicas,5
27,F,1.53,-1.89466,7.7,19,2023-03-06,1,0,Excelente participacion,6
27,F,1.79,-8.04835,2.8,28,2023-02-01,1,1,Problemas familiares,7
18,M,1.79,-1.2087,11.3,14,2023-08-29,1,0,Dificultad con matematicas,9
16,F,1.9,-1.32389,18.9,14,2023-02-10,1,1,Excelente participacion,9
29,F,1.81,-9.69118,13.3,12,2023-01-09,1,1,Problemas familiares,5
18,F,1.65,-7.51711,12.0,13,2023-03-26,1,1,Alta motivacion,4
21,F,1.72,-13.85434,6.2,21,2023-06-12,1,1,Problemas familiares,7
23,M,1.65,-0.17036,12.1,0,2023-05-06,1,1,Falta de tiempo,8
28,F,1.58,-12.9903,17.7,0,2023-02-22,1,1,Alta motivacion,8
27,F,1.6,-3.90047,7.5,30,2023-07-08,1,1,Ausencias frecuentes,4
29,F,1.59,-12.36656,4.8,32,2023-08-08,1,0,Ausencias frecuentes,7
25,M,1.72,-12.36524,9.6,0,2023-12-30,1,1,Ausencias frecuentes,6
21,F,1.86,-16.13047,7.5,37,2023-05-27,1,0,Ausencias frecuentes,4
20,F,1.87,-7.92188,9.4,23,2023-02-14,1,0,Falta de tiempo,9
19,F,1.52,-13.59302,1.9,38,2023-12-12,0,1,Problemas familiares,9
18,M,1.53,-15.32889,6.7,21,2023-01-10,1,1,Alta motivacion,4
28,M,1.6,-13.92,16.5,22,2023-07-07,1,1,Alta motivacion,9
19,M,1.6,-13.48032,8.0,1,2023-06-28,0,1,Problemas familiares,7
29,M,1.54,-8.9265,19.4,21,2023-12-14,1,0,Excelente participacion,5
22,M,1.66,-11.05339,14.2,8,2023-08-10,0,1,Excelente participacion,4
16,F,1.74,-16.64117,7.3,3,2023-03-09,1,1,Ausencias frecuentes,8
22,M,1.73,-8.35149,5.0,24,2023-07-01,1,1,Ausencias frecuentes,6
16,F,1.72,-3.82055,13.7,14,2023-03-09,0,1,Problemas familiares,9
17,M,1.64,-7.66377,6.0,23,2023-04-17,1,0,Dificultad con matematicas,8
19,M,1.78,-0.45828,18.5,39,2023-09-07,0,1,Problemas familiares,8
16,M,1.83,-16.2153,2.3,6,2023-11-21,1,1,Problemas familiares,4
26,F,1.64,-3.21926,0.6,7,2023-02-16,1,0,Dificultad con matematicas,6
27,F,1.53,-8.89753,4.4,26,2023-03-09,0,1,Dificultad con matematicas,8
26,F,1.62,-8.61129,12.1,26,2023-09-10,0,1,Alta motivacion,5
26,M,1.55,-8.6562,16.7,34,2023-12-05,0,1,Problemas familiares,6
24,M,1.69,-12.14426,3.4,37,2023-06-05,1,1,Ausencias frecuentes,7
27,M,1.56,-12.15801,11.7,29,2023-12-09,1,0,Problemas familiares,4
21,M,1.69,-6.6268,2.9,38,2023-09-05,1,1,Alta motivacion,8
28,M,1.59,-17.19423,11.3,28,2023-11-18,1,1,Excelente participacion,5
16,M,1.8,-7.40185,0.4,4,2023-08-08,1,0,Falta de tiempo,9
16,F,1.51,-4.95737,11.2,17,2023-01-11,1,1,Dificultad con matematicas,6
21,F,1.72,-11.58613,10.4,14,2023-04-21,1,1,Excelente participacion,9
19,M,1.57,-14.08758,0.9,25,2023-12-16,1,1,Dificultad con matematicas,9
19,F,1.5,-14.15904,13.8,1,2023-03-27,1,1,Alta motivacion,9
26,F,1.85,-16.52689,11.4,30,2023-05-05,1,0,Problemas familiares,4
21,F,1.77,-16.38505,12.5,24,2023-10-07,1,0,Problemas familiares,4
29,M,1.54,-14.99962,10.6,24,2023-08-18,1,0,Problemas familiares,5
27,M,1.77,-17.65489,14.4,31,2023-12-22,1,1,Excelente participacion,5
26,M,1.74,-13.20776,10.5,21,2023-03-31,1,0,Ausencias frecuentes,5
22,M,1.69,-12.48477,18.4,9,2023-12-27,1,1,Falta de tiempo,7
24,F,1.67,-0.08602,18.9,35,2023-03-24,1,1,Alta motivacion,9
25,M,1.85,-0.14962,14.5,11,2023-08-05,1,1,Problemas familiares,4
20,M,1.6,-14.63312,18.2,20,2023-03-24,1,0,Excelente participacion,7
24,M,1.66,-14.16542,18.5,14,2023-04-27,1,1,Ausencias frecuentes,8
19,F,1.63,-9.14569,5.2,10,2023-08-11,1,1,Problemas familiares,7
28,F,1.81,-15.32188,19.9,6,2023-03-31,0,0,Excelente participacion,8
25,F,1.87,-8.92729,5.3,23,2023-04-30,1,1,Dificultad con matematicas,7
17,F,1.84,-10.81099,0.4,29,2023-06-21,1,0,Alta motivacion,9
18,F,1.82,-12.15679,19.2,13,2023-08-28,0,1,Dificultad con matematicas,7
28,M,1.89,-3.19311,4.5,39,2023-01-08,1,0,Ausencias frecuentes,5
26,F,1.78,-3.09388,11.7,5,2023-03-05,1,1,Falta de tiempo,4
16,F,1.8,-0.21799,19.4,7,2023-11-16,1,0,Excelente participacion,6
29,M,1.89,-13.98441,1.0,35,2023-09-07,0,1,Falta de tiempo,5
29,M,1.5,-2.01101,5.4,11,2023-01-26,0,0,Alta motivacion,9
21,M,1.75,-8.31877,12.2,4,2023-01-16,0,0,Falta de tiempo,6
28,F,1.8,-7.35373,15.3,12,2023-04-22,1,1,Ausencias frecuentes,7
21,M,1.87,-1.86672,16.1,18,2023-03-01,1,0,Alta motivacion,9
16,F,1.85,-1.03265,17.7,21,2023-02-11,1,1,Falta de tiempo,9
26,M,1.84,-4.9174,3.4,11,2023-02-02,1,1,Ausencias frecuentes,5
28,F,1.88,-11.73884,7.4,31,2023-11-21,1,1,Dificultad con matematicas,4
18,F,1.71,-9.18598,14.3,37,2023-07-14,1,1,Falta de tiempo,9
20,F,1.5,-6.92903,14.3,37,2023-03-06,1,1,Falta de tiempo,6
18,F,1.5,-3.08448,6.2,16,2023-10-02,1,0,Falta de tiempo,6
25,M,1.72,-6.15694,6.1,25,2023-06-03,1,1,Problemas familiares,7
18,M,1.67,-11.42194,6.4,15,2023-02-05,1,1,Excelente participacion,5
29,F,1.68,-10.47815,17.8,11,2023-11-04,1,1,Dificultad con matematicas,9
25,M,1.66,-17.09212,18.2,36,2023-05-09,0,0,Problemas familiares,9
18,F,1.87,-1.36318,0.3,15,2023-12-03,0,1,Dificultad con matematicas,7
20,M,1.64,-16.41386,6.5,4,2023-04-10,1,0,Excelente participacion,6
28,M,1.84,-7.56125,7.8,7,2023-10-21,1,1,Excelente participacion,6
20,F,1.86,-2.31027,19.6,6,2023-12-14,1,1,Dificultad con matematicas,5
19,F,1.7,-10.42443,18.9,26,2023-09-13,1,1,Problemas familiares,7
16,M,1.68,-3.59774,12.6,25,2023-06-22,1,1,Dificultad con matematicas,4
20,F,1.8,-3.53131,0.9,12,2023-05-30,0,0,Problemas familiares,8
25,M,1.78,-16.92277,3.8,34,2023-10-19,1,1,Ausencias frecuentes,5
20,M,1.63,-10.58141,8.7,16,2023-09-03,0,1,Falta de tiempo,9
